,data_time,site_name,nh3n_avg,tp_avg,do_avg,codcr_avg,codmn_avg,rainfall,next_rain
4378,2020-04-09 12:00:00,广三高速断面,0.62,0.132,9.23,18.1,,0.0,0.0
3745,2020-04-09 12:00:00,凤岗断面,1.56,0.45,7.62,40.7,,0.0,0.0
3113,2020-04-09 12:00:00,科勒大道断面,0.36,0.273,3.77,26.9,,0.0,0.0
4821,2020-04-09 12:00:00,鲁岗涌,0.43,0.357,5.98,,2.8,0.0,0.0
4471,2020-04-09 12:00:00,芦苞涌入西南涌断面,0.5,0.207,5.82,18.0,,0.0,0.0
4032,2020-04-09 16:00:00,芦苞涌古云桥断面,0.21,0.179,4.72,25.3,,0.0,0.0
3746,2020-04-09 16:00:00,广三高速断面,0.62,0.132,9.21,27.8,,0.0,0.0
3747,2020-04-09 16:00:00,凤岗断面,0.67,0.416,8.77,51.9,,0.0,0.0
3961,2020-04-09 16:00:00,芦苞涌入西南涌断面,0.56,0.281,5.56,26.7,,0.0,0.0
3114,2020-04-09 16:00:00,鲁岗涌,0.4,0.411,5.58,,2.5,0.0,0.0
2940,2020-04-09 16:00:00,科勒大道断面,0.92,0.455,4.12,37.4,,0.0,0.0
4565,2020-04-09 20:00:00,广三高速断面,0.61,0.132,9.03,25.4,,0.0,0.0
4639,2020-04-09 20:00:00,芦苞涌入西南涌断面,0.48,0.225,5.47,19.0,,0.0,0.0
4472,2020-04-09 20:00:00,科勒大道断面,0.97,0.254,5.79,27.5,,0.0,0.0
4380,2020-04-09 20:00:00,芦苞涌古云桥断面,0.21,0.179,4.24,25.3,,0.0,0.0
4566,2020-04-09 20:00:00,凤岗断面,0.29,0.281,7.38,37.5,,0.0,0.0
3962,2020-04-09 20:00:00,鲁岗涌,0.4,0.411,4.75,,3.6,0.0,0.0
3963,2020-04-10 00:00:00,芦苞涌入西南涌断面,0.54,0.212,5.84,20.9,,0.0,0.0
3964,2020-04-10 00:00:00,鲁岗涌,0.43,0.377,4.18,,2.9,0.0,0.0
4731,2020-04-10 00:00:00,芦苞涌古云桥断面,0.19,0.184,4.44,15.6,,0.0,0.0
3748,2020-04-10 00:00:00,凤岗断面,0.61,0.237,4.66,29.8,,0.0,0.0
2941,2020-04-10 00:00:00,科勒大道断面,0.45,0.297,7.08,24.1,,0.0,0.0
4730,2020-04-10 00:00:00,广三高速断面,0.61,0.132,8.89,14.5,,0.0,0.0
4381,2020-04-10 04:00:00,芦苞涌入西南涌断面,0.42,0.22,5.49,20.0,,0.0,0.0
3116,2020-04-10 04:00:00,芦苞涌古云桥断面,0.18,0.167,4.54,14.7,,0.0,0.0
3965,2020-04-10 04:00:00,凤岗断面,1.68,0.493,6.68,44.2,,0.0,0.0
3008,2020-04-10 04:00:00,科勒大道断面,0.43,0.316,5.78,26.1,,0.0,0.0
3115,2020-04-10 04:00:00,广三高速断面,0.6,0.132,8.65,13.3,,0.0,0.0
4732,2020-04-10 04:00:00,鲁岗涌,0.48,0.419,5.28,,4.3,0.0,0.0
3749,2020-04-10 08:00:00,芦苞涌入西南涌断面,0.52,0.209,5.21,19.4,,0.0,0.0
3117,2020-04-10 08:00:00,凤岗断面,0.65,0.317,3.92,33.6,,0.0,0.0
4568,2020-04-10 08:00:00,鲁岗涌,0.52,0.34,4.4,,2.7,0.0,0.0
5007,2020-04-10 08:00:00,广三高速断面,0.65,0.132,8.3,13.0,,0.0,0.0
5008,2020-04-10 08:00:00,芦苞涌古云桥断面,0.17,0.158,4.11,14.0,,0.0,0.0
4567,2020-04-10 08:00:00,科勒大道断面,0.44,0.229,5.35,20.3,,0.0,0.0
4822,2020-04-10 12:00:00,凤岗断面,1.62,0.441,6.47,40.6,,0.0,0.0
4033,2020-04-10 12:00:00,芦苞涌入西南涌断面,0.54,0.199,5.69,18.9,,0.0,0.0
4733,2020-04-10 12:00:00,科勒大道断面,0.47,0.248,3.74,21.9,,0.0,0.0
3750,2020-04-10 12:00:00,鲁岗涌,0.46,0.343,5.52,,3.0,0.0,0.0
2942,2020-04-10 12:00:00,芦苞涌古云桥断面,0.19,0.175,4.44,15.7,,0.0,0.0
4473,2020-04-10 12:00:00,广三高速断面,0.61,0.132,8.89,14.2,,0.0,0.0
3751,2020-04-10 16:00:00,芦苞涌古云桥断面,0.19,0.168,4.28,13.4,,0.0,0.0
5009,2020-04-10 16:00:00,芦苞涌入西南涌断面,0.5,0.244,5.6,22.2,,0.0,0.0
3876,2020-04-10 16:00:00,广三高速断面,0.11,0.132,8.93,20.0,,0.0,0.0
3877,2020-04-10 16:00:00,凤岗断面,0.75,0.384,8.29,40.9,,0.0,0.0
3118,2020-04-10 16:00:00,科勒大道断面,0.95,0.328,4.16,27.7,,0.0,0.0
4474,2020-04-10 16:00:00,鲁岗涌,0.46,0.408,5.42,,3.7,0.0,0.0
4034,2020-04-10 20:00:00,芦苞涌入西南涌断面,0.49,0.218,5.51,19.2,,0.0,0.0
4569,2020-04-10 20:00:00,鲁岗涌,0.52,0.348,9.07,,2.5,0.0,0.0
5010,2020-04-10 20:00:00,广三高速断面,0.11,0.138,8.87,21.8,,0.0,0.0
4640,2020-04-10 20:00:00,凤岗断面,0.3,0.257,8.23,31.0,,0.0,0.0
4035,2020-04-10 20:00:00,科勒大道断面,0.93,0.2,4.32,21.8,,0.0,0.0
4734,2020-04-11 00:00:00,凤岗断面,0.29,0.193,3.47,22.6,,0.0,0.0
4382,2020-04-11 00:00:00,广三高速断面,1.64,0.111,8.72,12.4,,0.0,0.0
3966,2020-04-11 00:00:00,芦苞涌入西南涌断面,0.44,0.218,5.5,19.0,,0.0,0.0
3119,2020-04-11 00:00:00,科勒大道断面,0.77,0.268,5.94,26.1,,0.0,0.0
5011,2020-04-11 00:00:00,鲁岗涌,0.5,0.474,4.58,,4.0,0.0,0.0
4476,2020-04-11 04:00:00,科勒大道断面,0.37,0.286,6.49,25.8,,0.0,0.0
4475,2020-04-11 04:00:00,芦苞涌入西南涌断面,0.42,0.198,5.35,19.0,,0.0,0.0
5012,2020-04-11 04:00:00,鲁岗涌,0.51,0.475,5.01,,3.6,0.0,0.0
4036,2020-04-11 04:00:00,广三高速断面,0.25,0.091,7.96,8.2,,0.0,0.0
4037,2020-04-11 04:00:00,凤岗断面,2.21,0.563,3.99,51.9,,0.0,0.0
4038,2020-04-11 08:00:00,芦苞涌入西南涌断面,0.45,0.195,5.05,16.9,,0.0,0.0
4383,2020-04-11 08:00:00,科勒大道断面,0.23,0.166,5.43,15.4,,0.0,0.0
4641,2020-04-11 08:00:00,凤岗断面,1.59,0.353,2.49,32.2,,0.0,0.0
3967,2020-04-11 08:00:00,广三高速断面,0.2,0.101,8.14,10.6,,0.0,0.0
3878,2020-04-11 08:00:00,鲁岗涌,0.63,0.346,4.52,,3.2,0.0,0.0
4823,2020-04-11 12:00:00,芦苞涌古云桥断面,0.17,0.164,8.38,14.7,,0.0,0.0
4477,2020-04-11 12:00:00,凤岗断面,2.38,0.473,4.54,37.7,,0.0,0.0
4384,2020-04-11 12:00:00,芦苞涌入西南涌断面,0.45,0.189,5.33,16.9,,0.0,0.0
4385,2020-04-11 12:00:00,科勒大道断面,0.43,0.296,4.47,30.7,,0.0,0.0
3968,2020-04-11 12:00:00,广三高速断面,0.26,0.095,8.66,12.6,,0.0,0.0
4039,2020-04-11 12:00:00,鲁岗涌,0.53,0.325,4.27,,2.6,0.0,0.0
4387,2020-04-11 16:00:00,鲁岗涌,0.46,0.358,5.24,,2.6,0.0,0.0
5013,2020-04-11 16:00:00,凤岗断面,1.16,0.394,7.26,41.6,,0.0,0.0
4386,2020-04-11 16:00:00,芦苞涌入西南涌断面,0.38,0.216,5.17,19.2,,0.0,0.0
3120,2020-04-11 16:00:00,芦苞涌古云桥断面,0.17,0.164,8.42,14.7,,0.0,0.0
4478,2020-04-11 16:00:00,广三高速断面,0.28,0.11,8.65,16.1,,0.0,0.0
3009,2020-04-11 16:00:00,科勒大道断面,0.77,0.363,3.1,31.3,,0.0,0.0
4040,2020-04-11 20:00:00,芦苞涌入西南涌断面,0.42,0.211,4.82,18.3,,0.0,0.0
4041,2020-04-11 20:00:00,科勒大道断面,1.19,0.204,2.28,22.0,,0.0,0.0
5014,2020-04-11 20:00:00,广三高速断面,0.27,0.122,8.6,20.6,,0.0,0.0
3121,2020-04-11 20:00:00,芦苞涌古云桥断面,0.17,0.164,8.84,14.7,,0.0,0.0
3879,2020-04-11 20:00:00,鲁岗涌,0.46,0.358,3.89,,3.8,0.0,0.0
4824,2020-04-11 20:00:00,凤岗断面,0.45,0.245,7.89,25.9,,0.0,0.0
3880,2020-04-12 00:00:00,广三高速断面,0.3,0.086,8.51,10.1,,0.0,0.0
3881,2020-04-12 00:00:00,芦苞涌古云桥断面,0.17,0.164,9.45,14.7,,0.0,0.0
5015,2020-04-12 00:00:00,芦苞涌入西南涌断面,0.43,0.235,4.46,22.1,,0.0,0.0
5016,2020-04-12 00:00:00,科勒大道断面,1.53,0.288,3.78,25.8,,0.0,0.0
4570,2020-04-12 00:00:00,凤岗断面,0.28,0.176,3.83,19.7,,0.0,0.0
5017,2020-04-12 00:00:00,鲁岗涌,0.47,0.345,4.9,,3.2,0.0,0.0
4571,2020-04-12 04:00:00,广三高速断面,0.31,0.079,8.3,10.2,,0.0,0.0
4388,2020-04-12 04:00:00,芦苞涌古云桥断面,0.17,0.164,9.87,14.7,,0.0,0.0
3882,2020-04-12 04:00:00,凤岗断面,1.56,0.367,4.0,36.3,,0.0,0.0
4825,2020-04-12 04:00:00,芦苞涌入西南涌断面,0.65,0.207,4.19,20.8,,0.0,0.0
2943,2020-04-12 04:00:00,科勒大道断面,0.8,0.294,5.89,28.9,,0.0,0.0
4826,2020-04-12 04:00:00,鲁岗涌,0.47,0.433,5.71,,4.0,0.0,0.0
4735,2020-04-12 08:00:00,芦苞涌入西南涌断面,0.72,0.209,4.29,21.4,,0.0,0.0
3883,2020-04-12 08:00:00,鲁岗涌,0.44,0.338,5.49,,1.2,0.0,0.0
4389,2020-04-12 08:00:00,科勒大道断面,0.32,0.188,5.37,18.4,,0.0,0.0
4642,2020-04-12 08:00:00,广三高速断面,0.28,0.09,8.27,13.0,,0.0,0.0
3969,2020-04-12 08:00:00,凤岗断面,1.58,0.557,5.17,61.3,,0.0,0.0
2944,2020-04-12 08:00:00,芦苞涌古云桥断面,0.17,0.164,9.89,14.7,,0.0,0.0
4827,2020-04-12 12:00:00,凤岗断面,0.98,0.374,5.42,47.6,,0.0,0.0
4736,2020-04-12 12:00:00,科勒大道断面,0.45,0.245,5.28,26.1,,0.0,0.0
2945,2020-04-12 12:00:00,芦苞涌古云桥断面,0.17,0.164,8.75,14.7,,0.0,0.0
4902,2020-04-12 12:00:00,芦苞涌入西南涌断面,0.57,0.2,4.58,17.8,,0.0,0.0
3122,2020-04-12 12:00:00,广三高速断面,0.27,0.088,8.29,11.9,,0.0,0.0
4390,2020-04-12 12:00:00,鲁岗涌,0.48,0.414,9.52,,2.5,0.0,0.0
3123,2020-04-12 16:00:00,芦苞涌入西南涌断面,0.66,0.228,5.74,21.6,,0.0,0.0
3010,2020-04-12 16:00:00,广三高速断面,0.22,0.109,8.45,14.8,,0.0,0.0
4277,2020-04-12 16:00:00,科勒大道断面,0.51,0.299,4.26,24.6,,0.0,0.0
3884,2020-04-12 16:00:00,凤岗断面,0.98,0.509,6.53,49.3,,0.0,0.0
4828,2020-04-12 16:00:00,鲁岗涌,0.49,0.347,6.34,,1.7,0.0,0.0
4391,2020-04-12 16:00:00,芦苞涌古云桥断面,0.17,0.164,8.64,14.7,,0.0,0.0
4572,2020-04-12 20:00:00,凤岗断面,0.63,0.342,7.51,34.7,,0.0,0.0
4737,2020-04-12 20:00:00,广三高速断面,0.25,0.141,8.42,25.1,,0.0,0.0
2946,2020-04-12 20:00:00,科勒大道断面,0.74,0.26,4.49,25.2,,0.0,0.0
4643,2020-04-12 20:00:00,鲁岗涌,0.66,0.278,5.38,,1.9,0.0,0.0
5018,2020-04-12 20:00:00,芦苞涌入西南涌断面,0.38,0.177,4.72,17.7,,0.0,0.0
4392,2020-04-12 20:00:00,芦苞涌古云桥断面,0.17,0.164,8.74,14.7,,0.0,0.0
4479,2020-04-13 00:00:00,科勒大道断面,0.6,0.229,4.03,22.3,,0.0,0.0
4644,2020-04-13 00:00:00,鲁岗涌,0.52,0.303,5.51,,2.0,0.0,0.0
4573,2020-04-13 00:00:00,芦苞涌古云桥断面,0.17,0.164,9.3,14.7,,0.0,0.0
3970,2020-04-13 00:00:00,芦苞涌入西南涌断面,0.47,0.184,5.87,16.5,,0.0,0.0
4903,2020-04-13 00:00:00,广三高速断面,0.31,0.075,8.36,11.5,,0.0,0.0
4042,2020-04-13 00:00:00,凤岗断面,0.24,0.189,4.02,19.0,,0.0,0.0
4645,2020-04-13 04:00:00,广三高速断面,0.31,0.076,8.09,10.8,,0.0,0.0
4739,2020-04-13 04:00:00,科勒大道断面,1.02,0.392,5.21,33.4,,0.0,0.0
4738,2020-04-13 04:00:00,芦苞涌入西南涌断面,0.25,0.178,4.89,15.8,,0.0,0.0
4904,2020-04-13 04:00:00,鲁岗涌,0.52,0.303,5.93,,2.0,0.0,0.0
5019,2020-04-13 04:00:00,凤岗断面,1.98,0.472,3.59,37.6,,0.0,0.0
4646,2020-04-13 04:00:00,芦苞涌古云桥断面,0.17,0.164,9.81,14.7,,0.0,0.0
4741,2020-04-13 08:00:00,科勒大道断面,0.45,0.321,4.31,24.4,,0.0,0.0
4278,2020-04-13 08:00:00,广三高速断面,0.26,0.084,8.09,11.9,,0.0,0.0
4740,2020-04-13 08:00:00,芦苞涌入西南涌断面,0.51,0.191,5.34,19.2,,0.0,0.0
3885,2020-04-13 08:00:00,鲁岗涌,0.53,0.313,5.61,,2.3,0.0,0.0
5020,2020-04-13 08:00:00,凤岗断面,1.83,0.553,4.4,51.5,,0.0,0.0
4108,2020-04-13 08:00:00,芦苞涌古云桥断面,0.17,0.164,9.72,14.7,,0.0,0.0
4280,2020-04-13 12:00:00,鲁岗涌,0.48,0.347,6.02,,2.8,0.0,0.0
4279,2020-04-13 12:00:00,科勒大道断面,0.68,0.252,5.34,24.3,,0.0,0.0
3011,2020-04-13 12:00:00,广三高速断面,0.23,0.09,8.34,13.0,,0.0,0.0
4393,2020-04-13 12:00:00,芦苞涌古云桥断面,0.17,0.164,8.46,14.7,,0.0,0.0
4905,2020-04-13 12:00:00,凤岗断面,1.16,0.367,5.57,32.7,,0.0,0.0
4647,2020-04-13 12:00:00,芦苞涌入西南涌断面,0.33,0.173,5.26,15.4,,0.0,0.0
4648,2020-04-13 16:00:00,芦苞涌入西南涌断面,0.43,0.186,4.68,17.9,,0.0,0.0
4394,2020-04-13 16:00:00,芦苞涌古云桥断面,0.17,0.164,8.27,14.7,,0.0,0.0
3971,2020-04-13 16:00:00,科勒大道断面,0.45,0.282,4.91,21.7,,0.0,0.0
4043,2020-04-13 16:00:00,广三高速断面,0.15,0.098,8.52,14.7,,0.0,0.0
4742,2020-04-13 16:00:00,凤岗断面,0.93,0.395,6.64,37.6,,0.0,0.0
3972,2020-04-13 16:00:00,鲁岗涌,0.44,0.312,6.42,,2.7,0.0,0.0
5022,2020-04-13 20:00:00,科勒大道断面,0.45,0.225,3.94,19.2,,0.0,0.0
5021,2020-04-13 20:00:00,芦苞涌入西南涌断面,0.53,0.201,5.02,17.0,,0.0,0.0
4576,2020-04-13 20:00:00,凤岗断面,0.45,0.239,6.35,25.2,,0.0,0.0
4575,2020-04-13 20:00:00,芦苞涌古云桥断面,0.17,0.164,8.39,14.7,,0.0,0.0
4574,2020-04-13 20:00:00,广三高速断面,0.13,0.117,8.36,18.7,,0.0,0.0
4281,2020-04-13 20:00:00,鲁岗涌,0.44,0.312,4.58,,2.8,0.0,0.0
4044,2020-04-14 00:00:00,鲁岗涌,0.51,0.267,4.26,,2.6,0.0,0.0
3012,2020-04-14 00:00:00,科勒大道断面,0.76,0.267,3.15,22.8,,0.0,0.0
3886,2020-04-14 00:00:00,芦苞涌入西南涌断面,0.3,0.169,4.6,15.2,,0.0,0.0
4109,2020-04-14 00:00:00,凤岗断面,0.8,0.195,5.34,21.8,,0.0,0.0
4829,2020-04-14 00:00:00,芦苞涌古云桥断面,0.17,0.164,8.67,14.7,,0.0,0.0
5023,2020-04-14 00:00:00,广三高速断面,0.12,0.088,8.34,13.3,,0.0,0.0
3888,2020-04-14 04:00:00,科勒大道断面,1.1,0.353,4.21,28.3,,0.0,0.0
4480,2020-04-14 04:00:00,芦苞涌古云桥断面,0.17,0.164,8.92,14.7,,0.0,0.0
4649,2020-04-14 04:00:00,广三高速断面,0.09,0.074,8.13,10.1,,0.0,0.0
5024,2020-04-14 04:00:00,凤岗断面,0.68,0.222,4.07,26.2,,0.0,0.0
4906,2020-04-14 04:00:00,鲁岗涌,1.37,0.219,9.58,,5.0,0.0,0.0
3887,2020-04-14 04:00:00,芦苞涌入西南涌断面,0.46,0.169,4.07,15.8,,0.0,0.0
3014,2020-04-14 08:00:00,科勒大道断面,0.72,0.365,3.85,28.5,,0.0,0.0
4650,2020-04-14 08:00:00,芦苞涌古云桥断面,0.17,0.164,9.02,14.7,,0.0,0.0
3889,2020-04-14 08:00:00,鲁岗涌,0.32,0.258,5.88,,2.1,0.0,0.0
4282,2020-04-14 08:00:00,凤岗断面,1.18,0.348,4.85,43.0,,0.0,0.0
3013,2020-04-14 08:00:00,芦苞涌入西南涌断面,0.63,0.197,4.3,18.2,,0.0,0.0
5025,2020-04-14 08:00:00,广三高速断面,0.11,0.079,7.48,10.8,,0.0,0.0
4395,2020-04-14 12:00:00,芦苞涌古云桥断面,0.17,0.164,8.39,14.7,,0.0,0.0
3890,2020-04-14 12:00:00,凤岗断面,0.68,0.238,4.11,27.5,,0.0,0.0
4577,2020-04-14 12:00:00,广三高速断面,0.29,0.102,7.68,12.8,,0.0,0.0
4830,2020-04-14 12:00:00,芦苞涌入西南涌断面,0.35,0.158,5.67,15.2,,0.0,0.0
4831,2020-04-14 12:00:00,鲁岗涌,0.31,0.313,5.83,,1.8,0.0,0.0
4110,2020-04-14 12:00:00,科勒大道断面,0.65,0.21,4.01,19.1,,0.0,0.0
5026,2020-04-14 16:00:00,鲁岗涌,0.36,0.269,6.92,,1.2,0.0,0.0
3973,2020-04-14 16:00:00,科勒大道断面,0.63,0.234,3.82,19.4,,0.0,0.0
4578,2020-04-14 16:00:00,凤岗断面,1.37,0.325,5.79,35.4,,0.0,0.0
4907,2020-04-14 16:00:00,广三高速断面,0.22,0.093,8.19,11.7,,0.0,0.0
4396,2020-04-14 16:00:00,芦苞涌古云桥断面,0.17,0.164,8.44,14.7,,0.0,0.0
4111,2020-04-14 16:00:00,芦苞涌入西南涌断面,0.49,0.189,5.3,12.7,,0.0,0.0
4112,2020-04-14 20:00:00,芦苞涌入西南涌断面,0.6,0.167,5.12,13.4,,0.0,0.0
4481,2020-04-14 20:00:00,鲁岗涌,0.41,0.231,4.79,,2.1,0.0,0.0
4397,2020-04-14 20:00:00,芦苞涌古云桥断面,0.17,0.164,8.51,14.7,,0.0,0.0
4743,2020-04-14 20:00:00,凤岗断面,0.91,0.327,6.06,30.7,,0.0,0.0
4045,2020-04-14 20:00:00,广三高速断面,0.09,0.091,8.11,12.6,,0.0,0.0
4283,2020-04-14 20:00:00,科勒大道断面,0.55,0.213,3.42,17.9,,0.0,0.0
4399,2020-04-15 00:00:00,凤岗断面,0.67,0.275,3.93,21.8,,0.0,0.0
4398,2020-04-15 00:00:00,芦苞涌古云桥断面,0.17,0.164,8.94,14.7,,0.0,0.0
4744,2020-04-15 00:00:00,广三高速断面,0.07,0.077,7.82,11.2,,0.0,0.0
4482,2020-04-15 00:00:00,芦苞涌入西南涌断面,0.5,0.16,4.89,11.2,,0.0,0.0
4483,2020-04-15 00:00:00,科勒大道断面,0.69,0.207,3.18,18.5,,0.0,0.0
4113,2020-04-15 00:00:00,鲁岗涌,0.41,0.245,4.2,,2.8,0.0,0.0
5027,2020-04-15 04:00:00,芦苞涌古云桥断面,0.17,0.164,9.3,14.7,,0.0,0.0
4832,2020-04-15 04:00:00,广三高速断面,0.07,0.067,7.92,6.8,,0.0,0.0
4833,2020-04-15 04:00:00,凤岗断面,1.5,0.344,2.51,33.4,,0.0,0.0
4046,2020-04-15 04:00:00,鲁岗涌,0.7,0.231,4.51,,1.9,0.0,0.0
3891,2020-04-15 04:00:00,芦苞涌入西南涌断面,0.63,0.18,4.9,14.0,,0.0,0.0
4400,2020-04-15 04:00:00,科勒大道断面,0.61,0.341,3.14,24.9,,0.0,0.0
4114,2020-04-15 08:00:00,鲁岗涌,0.4,0.191,5.68,,1.1,0.0,0.0
4048,2020-04-15 08:00:00,凤岗断面,1.91,0.54,1.87,47.4,,0.0,0.0
4047,2020-04-15 08:00:00,芦苞涌古云桥断面,0.17,0.164,9.17,14.7,,0.0,0.0
4401,2020-04-15 08:00:00,广三高速断面,0.06,0.071,7.59,9.9,,0.0,0.0
4834,2020-04-15 08:00:00,科勒大道断面,0.82,0.463,2.82,33.7,,0.0,0.0
4484,2020-04-15 08:00:00,芦苞涌入西南涌断面,0.67,0.184,5.4,16.2,,0.0,0.0
4581,2020-04-15 12:00:00,鲁岗涌,0.37,0.202,5.75,,1.0,0.0,0.0
4579,2020-04-15 12:00:00,芦苞涌入西南涌断面,0.51,0.145,5.81,13.2,,0.0,0.0
4580,2020-04-15 12:00:00,科勒大道断面,0.78,0.286,7.05,19.0,,0.0,0.0
5028,2020-04-15 12:00:00,广三高速断面,0.13,0.094,7.63,12.4,,0.0,0.0
5029,2020-04-15 12:00:00,凤岗断面,,,4.04,,,0.0,0.0
4836,2020-04-15 16:00:00,鲁岗涌,0.33,0.203,5.62,,0.9,0.0,0.0
4835,2020-04-15 16:00:00,芦苞涌入西南涌断面,0.47,0.141,5.97,12.8,,0.0,0.0
4908,2020-04-15 16:00:00,芦苞涌古云桥断面,0.13,0.164,7.88,14.7,,0.0,0.0
4746,2020-04-15 16:00:00,凤岗断面,9.17,0.199,6.99,46.4,,0.0,0.0
4651,2020-04-15 16:00:00,科勒大道断面,0.75,0.244,6.83,23.0,,0.0,0.0
4745,2020-04-15 16:00:00,广三高速断面,0.2,0.093,6.89,9.6,,0.0,0.0
4909,2020-04-15 20:00:00,芦苞涌入西南涌断面,0.59,0.153,3.49,14.2,,0.0,0.0
4284,2020-04-15 20:00:00,广三高速断面,0.06,0.073,5.81,8.5,,0.0,0.0
4837,2020-04-15 20:00:00,芦苞涌古云桥断面,,,8.12,,,0.0,0.0
4485,2020-04-15 20:00:00,凤岗断面,9.17,0.239,6.89,26.3,,0.0,0.0
4910,2020-04-15 20:00:00,科勒大道断面,1.21,0.263,7.57,24.5,,0.0,0.0
4402,2020-04-15 20:00:00,鲁岗涌,0.33,0.203,5.58,,2.0,0.0,0.0
4115,2020-04-16 00:00:00,广三高速断面,0.16,0.085,5.63,8.0,,0.0,0.0
4486,2020-04-16 00:00:00,凤岗断面,0.64,0.304,5.72,26.7,,0.0,0.0
4911,2020-04-16 00:00:00,芦苞涌入西南涌断面,0.52,0.153,2.77,16.1,,0.0,0.0
4403,2020-04-16 00:00:00,科勒大道断面,0.82,0.254,6.82,21.3,,0.0,0.0
4582,2020-04-16 00:00:00,鲁岗涌,0.43,0.223,4.41,,1.4,0.0,0.0
5030,2020-04-16 00:00:00,芦苞涌古云桥断面,,,8.4,,,0.0,0.0
3974,2020-04-16 04:00:00,鲁岗涌,0.41,0.198,4.37,,1.4,0.0,0.0
3015,2020-04-16 04:00:00,广三高速断面,0.13,0.081,5.92,8.2,,0.0,0.0
4747,2020-04-16 04:00:00,芦苞涌古云桥断面,,,8.64,,,0.0,0.0
4748,2020-04-16 04:00:00,凤岗断面,0.88,0.265,5.4,27.4,,0.0,0.0
4838,2020-04-16 04:00:00,科勒大道断面,1.04,0.338,6.71,28.5,,0.0,0.0
4487,2020-04-16 04:00:00,芦苞涌入西南涌断面,0.54,0.163,2.79,16.1,,0.0,0.0
5031,2020-04-16 08:00:00,科勒大道断面,1.21,0.389,6.07,32.8,,0.0,0.0
4912,2020-04-16 08:00:00,广三高速断面,0.1,0.082,6.62,9.5,,0.0,0.0
4913,2020-04-16 08:00:00,凤岗断面,0.67,0.262,6.01,25.6,,0.0,0.0
4116,2020-04-16 08:00:00,芦苞涌入西南涌断面,0.77,0.205,2.85,23.2,,0.0,0.0
4749,2020-04-16 08:00:00,芦苞涌古云桥断面,,,8.59,,,0.0,0.0
5032,2020-04-16 08:00:00,鲁岗涌,0.41,0.198,5.51,,1.4,0.0,0.0
3975,2020-04-16 12:00:00,广三高速断面,0.16,0.089,6.38,10.2,,0.0,0.0
4750,2020-04-16 12:00:00,芦苞涌入西南涌断面,0.69,0.174,3.36,22.1,,0.0,0.0
4839,2020-04-16 12:00:00,凤岗断面,0.6,0.26,6.44,24.3,,0.0,0.0
4652,2020-04-16 12:00:00,芦苞涌古云桥断面,,,8.11,,,0.0,0.0
3892,2020-04-16 12:00:00,鲁岗涌,0.42,0.249,5.71,,0.9,0.0,0.0
4404,2020-04-16 12:00:00,科勒大道断面,1.05,0.275,7.13,22.9,,0.0,0.0
4751,2020-04-16 16:00:00,科勒大道断面,1.14,0.27,7.5,27.1,,0.0,0.0
5033,2020-04-16 16:00:00,芦苞涌古云桥断面,,,,,,0.0,0.0
4840,2020-04-16 16:00:00,广三高速断面,0.21,0.097,5.58,12.3,,0.0,0.0
5034,2020-04-16 16:00:00,凤岗断面,0.52,0.184,8.17,18.5,,0.0,0.0
3016,2020-04-16 16:00:00,芦苞涌入西南涌断面,0.64,0.169,3.89,20.0,,0.0,0.0
4752,2020-04-16 16:00:00,鲁岗涌,0.43,0.206,5.61,,1.4,0.0,0.0
4654,2020-04-16 20:00:00,鲁岗涌,0.37,0.202,5.93,,1.5,0.0,0.0
4653,2020-04-16 20:00:00,芦苞涌入西南涌断面,0.59,0.158,2.56,19.4,,0.0,0.0
4049,2020-04-16 20:00:00,芦苞涌古云桥断面,,,,,,0.0,0.0
4584,2020-04-16 20:00:00,凤岗断面,0.73,0.262,6.0,38.6,,0.0,0.0
4583,2020-04-16 20:00:00,广三高速断面,0.17,0.077,5.54,9.5,,0.0,0.0
4285,2020-04-16 20:00:00,科勒大道断面,1.27,0.306,6.42,37.1,,0.0,0.0
4656,2020-04-17 00:00:00,鲁岗涌,0.46,0.227,4.55,,1.3,0.0,0.0
4655,2020-04-17 00:00:00,芦苞涌入西南涌断面,0.6,0.168,3.13,21.3,,0.0,0.0
4286,2020-04-17 00:00:00,科勒大道断面,1.0,0.231,6.71,23.4,,0.0,0.0
3894,2020-04-17 00:00:00,凤岗断面,1.18,0.357,6.4,31.7,,0.0,0.0
3893,2020-04-17 00:00:00,芦苞涌古云桥断面,,,,,,0.0,0.0
4405,2020-04-17 00:00:00,广三高速断面,0.19,0.081,4.69,9.4,,0.0,0.0
4841,2020-04-17 04:00:00,科勒大道断面,1.15,0.258,6.95,28.1,,0.0,0.0
4915,2020-04-17 04:00:00,凤岗断面,1.18,0.249,4.55,26.8,,0.0,0.0
4914,2020-04-17 04:00:00,广三高速断面,0.27,0.093,5.18,12.0,,0.0,0.0
4753,2020-04-17 04:00:00,芦苞涌古云桥断面,,,,,,0.0,0.0
4287,2020-04-17 04:00:00,鲁岗涌,0.43,0.288,8.7,,1.8,0.0,0.0
5035,2020-04-17 04:00:00,芦苞涌入西南涌断面,0.59,0.151,3.34,19.0,,0.0,0.0
4842,2020-04-17 08:00:00,芦苞涌古云桥断面,,,,,,0.0,0.0
4754,2020-04-17 08:00:00,科勒大道断面,0.91,0.293,6.62,27.2,,0.0,0.0
