,data_time,site_name,nh3n_avg,tp_avg,do_avg,codcr_avg,codmn_avg,rainfall,next_rain
1976,2020-01-29 08:00:00,鲁岗涌,0.11,0.165,7.08,,4.6,0.0,0.0
1786,2020-01-29 08:00:00,芦苞涌入西南涌断面,0.41,0.184,3.7,21.2,,0.0,0.0
2063,2020-01-29 08:00:00,广三高速断面,5.83,0.272,5.07,22.0,,0.0,0.0
2250,2020-01-29 08:00:00,芦苞涌古云桥断面,0.1,0.3,2.74,24.3,,0.0,0.0
1524,2020-01-29 12:00:00,凤岗断面,2.47,0.321,0.63,33.0,,0.0,0.0
2064,2020-01-29 12:00:00,芦苞涌古云桥断面,0.09,0.309,6.28,31.2,,0.0,0.0
1446,2020-01-29 12:00:00,鲁岗涌,0.1,0.161,10.05,,4.8,0.0,0.0
1523,2020-01-29 12:00:00,广三高速断面,2.64,0.208,4.89,19.8,,0.0,0.0
2330,2020-01-29 12:00:00,科勒大道断面,1.53,0.244,2.73,25.4,,0.0,0.0
1618,2020-01-29 12:00:00,芦苞涌入西南涌断面,0.22,0.148,4.41,19.5,,0.0,0.0
1346,2020-01-29 16:00:00,科勒大道断面,1.53,0.298,2.81,27.3,,0.0,0.0
1347,2020-01-29 16:00:00,鲁岗涌,0.08,0.178,8.27,,6.1,0.0,0.0
2511,2020-01-29 16:00:00,广三高速断面,4.38,0.232,5.93,22.3,,0.0,0.0
1787,2020-01-29 16:00:00,凤岗断面,2.57,0.461,0.99,38.5,,0.0,0.0
2251,2020-01-29 16:00:00,芦苞涌入西南涌断面,0.42,0.182,5.38,21.7,,0.0,0.0
1977,2020-01-29 16:00:00,芦苞涌古云桥断面,0.39,0.304,3.28,22.5,,0.0,0.0
2147,2020-01-29 20:00:00,芦苞涌入西南涌断面,0.53,0.179,4.53,21.5,,0.0,0.0
1881,2020-01-29 20:00:00,凤岗断面,2.37,0.477,0.86,40.0,,0.0,0.0
2331,2020-01-29 20:00:00,鲁岗涌,0.06,0.197,8.11,,6.2,0.0,0.0
1447,2020-01-29 20:00:00,科勒大道断面,1.53,0.246,2.54,25.2,,0.0,0.0
2411,2020-01-29 20:00:00,广三高速断面,6.15,0.275,5.97,25.4,,0.0,0.0
1525,2020-01-29 20:00:00,芦苞涌古云桥断面,0.32,0.297,3.25,25.0,,0.0,0.0
2412,2020-01-30 00:00:00,鲁岗涌,0.1,0.187,7.45,,5.7,0.0,0.0
1882,2020-01-30 00:00:00,科勒大道断面,1.53,0.24,2.27,24.5,,0.0,0.0
1788,2020-01-30 00:00:00,凤岗断面,2.25,0.389,0.55,34.3,,0.0,0.0
1448,2020-01-30 00:00:00,广三高速断面,5.31,0.24,4.76,24.0,,0.0,0.0
1526,2020-01-30 00:00:00,芦苞涌入西南涌断面,0.35,0.173,4.42,20.8,,0.0,0.0
1449,2020-01-30 00:00:00,芦苞涌古云桥断面,0.32,0.279,2.99,22.8,,0.0,0.0
1789,2020-01-30 04:00:00,芦苞涌古云桥断面,0.16,0.284,3.63,23.6,,0.0,0.0
1450,2020-01-30 04:00:00,凤岗断面,2.36,0.501,0.38,41.0,,0.0,0.0
2512,2020-01-30 04:00:00,广三高速断面,5.45,0.245,4.4,23.2,,0.0,0.0
1883,2020-01-30 04:00:00,科勒大道断面,1.53,0.24,2.4,24.5,,0.0,0.0
1527,2020-01-30 04:00:00,芦苞涌入西南涌断面,0.41,0.165,4.22,20.8,,0.0,0.0
1348,2020-01-30 04:00:00,鲁岗涌,0.08,0.218,7.43,,5.9,0.0,0.0
1790,2020-01-30 08:00:00,广三高速断面,5.65,0.251,4.17,24.2,,0.0,0.0
2332,2020-01-30 08:00:00,芦苞涌古云桥断面,0.15,0.283,3.29,22.5,,0.0,0.0
1451,2020-01-30 08:00:00,凤岗断面,2.23,0.416,0.37,34.9,,0.0,0.0
1528,2020-01-30 08:00:00,科勒大道断面,1.53,0.245,2.32,25.4,,0.0,0.0
1349,2020-01-30 08:00:00,鲁岗涌,0.1,0.175,7.81,,5.3,0.0,0.0
1697,2020-01-30 08:00:00,芦苞涌入西南涌断面,0.4,0.167,4.23,20.9,,0.0,0.0
2513,2020-01-30 12:00:00,芦苞涌古云桥断面,0.15,0.316,3.08,23.9,,0.0,0.0
2413,2020-01-30 12:00:00,芦苞涌入西南涌断面,0.22,0.145,4.96,20.2,,0.0,0.0
1791,2020-01-30 12:00:00,凤岗断面,2.45,0.411,0.38,36.7,,0.0,0.0
1619,2020-01-30 12:00:00,广三高速断面,2.95,0.21,4.79,21.0,,0.0,0.0
2065,2020-01-30 12:00:00,科勒大道断面,1.53,0.247,2.16,25.8,,0.0,0.0
2066,2020-01-30 12:00:00,鲁岗涌,0.21,0.159,9.97,,5.9,0.0,0.0
1978,2020-01-30 16:00:00,芦苞涌入西南涌断面,0.38,0.181,5.59,21.9,,0.0,0.0
1979,2020-01-30 16:00:00,鲁岗涌,0.21,0.159,9.24,,1.6,0.0,0.0
2252,2020-01-30 16:00:00,芦苞涌古云桥断面,0.14,0.305,3.48,23.5,,0.0,0.0
1529,2020-01-30 16:00:00,广三高速断面,4.63,0.222,6.19,23.9,,0.0,0.0
2514,2020-01-30 16:00:00,科勒大道断面,1.53,0.299,2.18,28.7,,0.0,0.0
2414,2020-01-30 16:00:00,凤岗断面,2.53,0.573,1.52,43.3,,0.0,0.0
2253,2020-01-30 20:00:00,广三高速断面,6.06,0.255,6.32,27.6,,0.0,0.0
2515,2020-01-30 20:00:00,科勒大道断面,1.53,0.3,2.16,28.2,,0.0,0.0
1698,2020-01-30 20:00:00,凤岗断面,1.81,0.518,1.24,46.9,,0.0,0.0
1350,2020-01-30 20:00:00,芦苞涌古云桥断面,0.11,0.305,3.53,23.5,,0.0,0.0
1452,2020-01-30 20:00:00,芦苞涌入西南涌断面,0.6,0.175,4.89,22.2,,0.0,0.0
1453,2020-01-30 20:00:00,鲁岗涌,0.05,0.159,8.98,,6.3,0.0,0.0
2415,2020-01-31 00:00:00,芦苞涌古云桥断面,0.11,0.287,4.48,22.8,,0.0,0.0
1793,2020-01-31 00:00:00,鲁岗涌,0.07,0.22,8.74,,6.2,0.0,0.0
1351,2020-01-31 00:00:00,广三高速断面,5.46,0.228,5.0,26.2,,0.0,0.0
1699,2020-01-31 00:00:00,凤岗断面,1.77,0.387,1.41,33.2,,0.0,0.0
1792,2020-01-31 00:00:00,芦苞涌入西南涌断面,0.39,0.175,4.81,22.4,,0.0,0.0
2148,2020-01-31 00:00:00,科勒大道断面,1.53,0.24,1.99,24.7,,0.0,0.0
1700,2020-01-31 04:00:00,芦苞涌入西南涌断面,0.36,0.164,4.44,21.7,,0.0,0.0
2149,2020-01-31 04:00:00,芦苞涌古云桥断面,0.32,0.298,2.85,23.0,,0.0,0.0
2416,2020-01-31 04:00:00,科勒大道断面,1.53,0.24,1.49,24.7,,0.0,0.0
1620,2020-01-31 04:00:00,广三高速断面,4.45,0.212,4.04,25.2,,0.0,0.0
2150,2020-01-31 04:00:00,凤岗断面,1.31,0.399,1.78,40.0,,0.0,0.0
2067,2020-01-31 04:00:00,鲁岗涌,0.04,0.172,8.29,,6.1,0.0,0.0
1884,2020-01-31 08:00:00,广三高速断面,5.75,0.23,4.16,25.0,,0.0,0.0
1621,2020-01-31 08:00:00,科勒大道断面,1.53,0.284,1.48,26.6,,0.0,0.0
2151,2020-01-31 08:00:00,芦苞涌入西南涌断面,0.45,0.175,4.86,22.5,,0.0,0.0
2417,2020-01-31 08:00:00,芦苞涌古云桥断面,0.23,0.286,3.03,22.0,,0.0,0.0
1980,2020-01-31 08:00:00,鲁岗涌,0.06,0.158,8.51,,5.6,0.0,0.0
2418,2020-01-31 08:00:00,凤岗断面,1.13,0.351,0.53,35.6,,0.0,0.0
1981,2020-01-31 12:00:00,凤岗断面,1.67,0.433,0.93,39.1,,0.0,0.0
1352,2020-01-31 12:00:00,科勒大道断面,1.53,0.23,1.68,23.9,,0.0,0.0
1623,2020-01-31 12:00:00,芦苞涌古云桥断面,0.24,0.32,2.89,23.6,,0.0,0.0
1530,2020-01-31 12:00:00,芦苞涌入西南涌断面,0.21,0.151,5.39,21.3,,0.0,0.0
1531,2020-01-31 12:00:00,鲁岗涌,0.08,0.224,10.85,,6.6,0.0,0.0
1622,2020-01-31 12:00:00,广三高速断面,3.32,0.198,3.94,23.4,,0.0,0.0
2516,2020-01-31 16:00:00,芦苞涌古云桥断面,0.12,0.311,3.27,23.0,,0.0,0.0
1353,2020-01-31 16:00:00,科勒大道断面,1.53,0.316,1.99,28.9,,0.0,0.0
1532,2020-01-31 16:00:00,芦苞涌入西南涌断面,0.37,0.173,5.24,23.5,,0.0,0.0
2068,2020-01-31 16:00:00,鲁岗涌,0.08,0.224,10.36,,2.4,0.0,0.0
1794,2020-01-31 16:00:00,广三高速断面,4.24,0.214,5.72,24.8,,0.0,0.0
1624,2020-01-31 16:00:00,凤岗断面,1.56,0.46,2.44,38.6,,0.0,0.0
1533,2020-01-31 20:00:00,科勒大道断面,1.53,0.356,1.78,30.9,,0.0,0.0
2152,2020-01-31 20:00:00,广三高速断面,5.78,0.22,6.01,28.1,,0.0,0.0
2254,2020-01-31 20:00:00,鲁岗涌,0.03,0.164,9.68,,5.7,0.0,0.0
2333,2020-01-31 20:00:00,芦苞涌古云桥断面,0.03,0.303,3.71,22.6,,0.0,0.0
1885,2020-01-31 20:00:00,芦苞涌入西南涌断面,0.74,0.175,5.08,23.8,,0.0,0.0
2334,2020-01-31 20:00:00,凤岗断面,1.46,0.45,2.31,43.3,,0.0,0.0
2255,2020-02-01 00:00:00,芦苞涌古云桥断面,0.03,0.287,3.32,23.3,,0.0,0.0
2069,2020-02-01 00:00:00,广三高速断面,5.15,0.207,4.07,25.8,,0.0,0.0
2335,2020-02-01 00:00:00,芦苞涌入西南涌断面,0.38,0.163,5.12,23.1,,0.0,0.0
1795,2020-02-01 00:00:00,科勒大道断面,1.53,0.264,1.49,27.8,,0.0,0.0
1701,2020-02-01 00:00:00,凤岗断面,1.31,0.384,2.05,33.7,,0.0,0.0
1982,2020-02-01 00:00:00,鲁岗涌,0.08,0.223,9.06,,6.1,0.0,0.0
2419,2020-02-01 04:00:00,广三高速断面,3.68,0.185,3.4,25.7,,0.0,0.0
2517,2020-02-01 04:00:00,鲁岗涌,0.05,0.165,9.07,,5.7,0.0,0.0
1886,2020-02-01 04:00:00,芦苞涌古云桥断面,0.16,0.289,3.22,22.8,,0.0,0.0
1625,2020-02-01 04:00:00,芦苞涌入西南涌断面,0.33,0.157,4.19,21.3,,0.0,0.0
2070,2020-02-01 04:00:00,凤岗断面,1.23,0.41,1.75,44.3,,0.0,0.0
1454,2020-02-01 04:00:00,科勒大道断面,1.53,0.264,1.14,27.8,,0.0,0.0
1455,2020-02-01 08:00:00,科勒大道断面,1.53,0.326,1.17,28.8,,0.0,0.0
1887,2020-02-01 08:00:00,芦苞涌古云桥断面,0.15,0.281,3.35,22.9,,0.0,0.0
1456,2020-02-01 08:00:00,鲁岗涌,0.04,0.142,9.04,,5.0,0.0,0.0
2256,2020-02-01 08:00:00,凤岗断面,1.22,0.424,1.48,40.5,,0.0,0.0
2153,2020-02-01 08:00:00,芦苞涌入西南涌断面,0.66,0.178,5.16,22.1,,0.0,0.0
1534,2020-02-01 08:00:00,广三高速断面,5.21,0.199,3.4,23.6,,0.0,0.0
1535,2020-02-01 12:00:00,凤岗断面,1.19,0.372,1.21,36.0,,0.0,0.0
2336,2020-02-01 12:00:00,芦苞涌入西南涌断面,0.23,0.149,5.67,21.4,,0.0,0.0
2337,2020-02-01 12:00:00,科勒大道断面,3.97,0.264,6.4,26.4,,0.0,0.0
2154,2020-02-01 12:00:00,鲁岗涌,0.04,0.13,11.54,,4.9,0.0,0.0
2257,2020-02-01 12:00:00,广三高速断面,3.81,0.184,3.35,24.0,,0.0,0.0
2420,2020-02-01 12:00:00,芦苞涌古云桥断面,0.13,0.291,3.65,21.5,,0.0,0.0
2258,2020-02-01 16:00:00,鲁岗涌,0.04,0.13,10.78,,2.1,0.0,0.0
1457,2020-02-01 16:00:00,芦苞涌古云桥断面,0.11,0.29,3.6,21.6,,0.0,0.0
2071,2020-02-01 16:00:00,芦苞涌入西南涌断面,0.4,0.174,4.3,23.2,,0.0,0.0
1984,2020-02-01 16:00:00,凤岗断面,1.42,0.461,3.92,39.1,,0.0,0.0
1983,2020-02-01 16:00:00,广三高速断面,3.67,0.184,4.84,25.4,,0.0,0.0
2072,2020-02-01 16:00:00,科勒大道断面,1.58,0.411,6.84,30.1,,0.0,0.0
1702,2020-02-01 20:00:00,凤岗断面,1.12,0.482,3.71,43.0,,0.0,0.0
1458,2020-02-01 20:00:00,芦苞涌入西南涌断面,1.11,0.184,4.87,24.0,,0.0,0.0
1459,2020-02-01 20:00:00,科勒大道断面,1.2,0.373,6.36,31.3,,0.0,0.0
2518,2020-02-01 20:00:00,鲁岗涌,0.05,0.13,10.12,,5.7,0.0,0.0
1354,2020-02-01 20:00:00,广三高速断面,5.03,0.206,1.82,28.7,,0.0,0.0
1888,2020-02-01 20:00:00,芦苞涌古云桥断面,0.1,0.29,3.47,21.6,,0.0,0.0
1985,2020-02-02 00:00:00,广三高速断面,8.23,0.359,2.81,30.1,,0.0,0.0
1626,2020-02-02 00:00:00,芦苞涌古云桥断面,0.09,0.281,7.45,24.3,,0.0,0.0
2421,2020-02-02 00:00:00,鲁岗涌,0.06,0.179,9.75,,5.1,0.0,0.0
2155,2020-02-02 00:00:00,凤岗断面,1.15,0.34,3.37,34.9,,0.0,0.0
2260,2020-02-02 00:00:00,科勒大道断面,1.7,0.348,6.19,30.3,,0.0,0.0
2259,2020-02-02 00:00:00,芦苞涌入西南涌断面,0.45,0.159,5.84,22.7,,0.0,0.0
2156,2020-02-02 04:00:00,鲁岗涌,0.04,0.165,9.23,,5.2,0.0,0.0
2422,2020-02-02 04:00:00,广三高速断面,5.12,0.208,0.83,25.5,,0.0,0.0
1536,2020-02-02 04:00:00,凤岗断面,0.9,0.353,3.48,36.1,,0.0,0.0
1796,2020-02-02 04:00:00,芦苞涌入西南涌断面,0.28,0.13,3.92,20.8,,0.0,0.0
1889,2020-02-02 04:00:00,芦苞涌古云桥断面,0.09,0.285,3.46,22.9,,0.0,0.0
1627,2020-02-02 04:00:00,科勒大道断面,1.7,0.348,6.17,30.3,,0.0,0.0
1798,2020-02-02 08:00:00,凤岗断面,0.87,0.352,3.21,35.0,,0.0,0.0
1797,2020-02-02 08:00:00,芦苞涌古云桥断面,0.02,0.283,5.47,22.6,,0.0,0.0
2423,2020-02-02 08:00:00,科勒大道断面,1.21,0.376,5.72,29.3,,0.0,0.0
1355,2020-02-02 08:00:00,芦苞涌入西南涌断面,0.83,0.174,3.97,22.9,,0.0,0.0
2073,2020-02-02 08:00:00,鲁岗涌,0.05,0.187,9.0,,5.3,0.0,0.0
1628,2020-02-02 08:00:00,广三高速断面,7.73,0.308,0.59,27.1,,0.0,0.0
2338,2020-02-02 12:00:00,鲁岗涌,0.05,0.151,10.3,,4.8,0.0,0.0
1460,2020-02-02 12:00:00,芦苞涌入西南涌断面,0.53,0.161,4.62,21.8,,0.0,0.0
1890,2020-02-02 12:00:00,凤岗断面,0.99,0.332,6.72,27.8,,0.0,0.0
2519,2020-02-02 12:00:00,科勒大道断面,1.58,0.312,5.92,28.2,,0.0,0.0
2074,2020-02-02 12:00:00,芦苞涌古云桥断面,0.05,0.286,3.52,22.7,,0.0,0.0
1703,2020-02-02 12:00:00,广三高速断面,7.89,0.314,7.05,26.5,,0.0,0.0
1537,2020-02-02 16:00:00,芦苞涌入西南涌断面,0.51,0.154,3.72,22.2,,0.0,0.0
1356,2020-02-02 16:00:00,科勒大道断面,1.42,0.33,6.9,27.0,,0.0,0.0
2339,2020-02-02 16:00:00,芦苞涌古云桥断面,0.04,0.28,3.98,23.3,,0.0,0.0
1357,2020-02-02 16:00:00,鲁岗涌,0.05,0.151,10.21,,1.8,0.0,0.0
1629,2020-02-02 16:00:00,广三高速断面,6.9,0.301,7.72,26.6,,0.0,0.0
1630,2020-02-02 16:00:00,凤岗断面,1.27,0.447,8.22,32.7,,0.0,0.0
2424,2020-02-02 20:00:00,科勒大道断面,1.03,0.379,6.08,29.3,,0.0,0.0
2075,2020-02-02 20:00:00,芦苞涌入西南涌断面,0.95,0.182,3.5,23.3,,0.0,0.0
1631,2020-02-02 20:00:00,广三高速断面,7.39,0.317,5.83,29.9,,0.0,0.0
2158,2020-02-02 20:00:00,凤岗断面,1.04,0.44,8.42,44.8,,0.0,0.0
2157,2020-02-02 20:00:00,芦苞涌古云桥断面,0.25,0.28,3.65,31.1,,0.0,0.0
2425,2020-02-02 20:00:00,鲁岗涌,0.03,0.157,10.02,,5.2,0.0,0.0
1358,2020-02-03 00:00:00,芦苞涌古云桥断面,0.25,1.025,3.58,24.7,,0.0,0.0
1986,2020-02-03 00:00:00,芦苞涌入西南涌断面,0.79,0.174,5.33,22.6,,0.0,0.0
2520,2020-02-03 00:00:00,科勒大道断面,1.4,0.316,5.81,27.5,,0.0,0.0
2426,2020-02-03 00:00:00,广三高速断面,2.5,0.229,6.11,15.9,,0.0,0.0
1799,2020-02-03 00:00:00,鲁岗涌,0.09,0.168,9.24,,4.6,0.0,0.0
1538,2020-02-03 00:00:00,凤岗断面,0.99,0.345,7.16,37.4,,0.0,0.0
2261,2020-02-03 04:00:00,芦苞涌古云桥断面,0.18,0.371,3.35,28.8,,0.0,0.0
1987,2020-02-03 04:00:00,芦苞涌入西南涌断面,0.31,0.13,2.97,19.6,,0.0,0.0
2427,2020-02-03 04:00:00,凤岗断面,0.85,0.309,6.99,26.3,,0.0,0.0
1539,2020-02-03 04:00:00,广三高速断面,5.78,0.287,4.29,27.3,,0.0,0.0
1632,2020-02-03 04:00:00,鲁岗涌,0.08,0.199,8.83,,5.8,0.0,0.0
2159,2020-02-03 04:00:00,科勒大道断面,1.4,0.316,6.3,27.5,,0.0,0.0
1989,2020-02-03 08:00:00,凤岗断面,0.95,0.342,7.14,36.5,,0.0,0.0
1359,2020-02-03 08:00:00,芦苞涌入西南涌断面,0.92,0.173,2.46,22.5,,0.0,0.0
1988,2020-02-03 08:00:00,芦苞涌古云桥断面,0.19,0.385,3.23,23.7,,0.0,0.0
2428,2020-02-03 08:00:00,科勒大道断面,1.03,0.365,6.14,28.2,,0.0,0.0
2521,2020-02-03 08:00:00,广三高速断面,3.17,0.244,5.59,18.6,,0.0,0.0
2076,2020-02-03 08:00:00,鲁岗涌,0.04,0.163,8.89,,5.0,0.0,0.0
1634,2020-02-03 12:00:00,芦苞涌古云桥断面,0.16,0.367,3.4,27.4,,0.0,0.0
2078,2020-02-03 12:00:00,鲁岗涌,0.05,0.147,6.77,,5.0,0.0,0.0
2077,2020-02-03 12:00:00,芦苞涌入西南涌断面,1.2,0.187,2.98,21.7,,0.0,0.0
2160,2020-02-03 12:00:00,凤岗断面,1.41,0.29,5.67,32.1,,0.0,0.0
2429,2020-02-03 12:00:00,科勒大道断面,1.01,0.309,6.26,23.6,,0.0,0.0
1633,2020-02-03 12:00:00,广三高速断面,0.58,0.14,4.91,13.5,,0.0,0.0
2161,2020-02-03 16:00:00,凤岗断面,1.76,0.5,7.84,41.0,,0.0,0.0
2430,2020-02-03 16:00:00,芦苞涌入西南涌断面,0.95,0.171,2.6,21.6,,0.0,0.0
2431,2020-02-03 16:00:00,鲁岗涌,0.05,0.147,9.8,,2.6,0.0,0.0
1461,2020-02-03 16:00:00,芦苞涌古云桥断面,0.18,0.358,3.48,23.3,,0.0,0.0
1360,2020-02-03 16:00:00,科勒大道断面,0.28,0.32,6.7,24.9,,0.0,0.0
1635,2020-02-03 16:00:00,广三高速断面,1.12,0.167,5.16,14.1,,0.0,0.1
1891,2020-02-03 20:00:00,芦苞涌古云桥断面,0.14,0.358,3.46,23.3,,0.1,0.1
2522,2020-02-03 20:00:00,芦苞涌入西南涌断面,1.31,0.202,2.49,22.6,,0.1,0.1
2163,2020-02-03 20:00:00,鲁岗涌,0.1,0.147,8.32,,5.4,0.1,0.1
2162,2020-02-03 20:00:00,科勒大道断面,0.15,0.339,6.05,23.2,,0.1,0.1
2080,2020-02-03 20:00:00,凤岗断面,1.82,0.409,7.33,42.8,,0.1,0.1
2079,2020-02-03 20:00:00,广三高速断面,0.83,0.165,4.83,13.1,,0.1,0.4
1990,2020-02-04 00:00:00,芦苞涌入西南涌断面,1.12,0.194,3.26,22.1,,0.4,0.4
2081,2020-02-04 00:00:00,广三高速断面,0.95,0.166,4.06,12.7,,0.4,0.4
1892,2020-02-04 00:00:00,芦苞涌古云桥断面,0.14,0.353,3.45,23.5,,0.4,0.4
2432,2020-02-04 00:00:00,凤岗断面,1.9,0.346,6.39,35.1,,0.4,0.4
1462,2020-02-04 00:00:00,鲁岗涌,0.1,0.144,8.4,,4.3,0.4,0.4
1636,2020-02-04 00:00:00,科勒大道断面,0.42,0.318,5.4,27.1,,0.4,0.0
1893,2020-02-04 04:00:00,科勒大道断面,0.42,0.318,5.73,27.1,,0.0,0.0
1361,2020-02-04 04:00:00,鲁岗涌,0.1,0.179,8.32,,4.7,0.0,0.0
2340,2020-02-04 04:00:00,凤岗断面,1.35,0.339,5.77,32.3,,0.0,0.0
2262,2020-02-04 04:00:00,芦苞涌入西南涌断面,0.53,0.148,2.47,20.3,,0.0,0.0
1463,2020-02-04 04:00:00,广三高速断面,3.05,0.215,3.92,18.2,,0.0,0.0
2164,2020-02-04 04:00:00,芦苞涌古云桥断面,0.13,0.376,3.13,25.5,,0.0,0.0
1991,2020-02-04 08:00:00,芦苞涌入西南涌断面,0.88,0.17,1.97,21.3,,0.0,0.0
2434,2020-02-04 08:00:00,凤岗断面,1.26,0.363,5.39,35.0,,0.0,0.0
1637,2020-02-04 08:00:00,科勒大道断面,0.55,0.338,5.68,26.6,,0.0,0.0
2263,2020-02-04 08:00:00,芦苞涌古云桥断面,0.12,0.296,3.14,23.7,,0.0,0.0
2433,2020-02-04 08:00:00,广三高速断面,2.18,0.195,4.22,15.0,,0.0,0.0
2523,2020-02-04 08:00:00,鲁岗涌,0.15,0.145,7.54,,5.0,0.0,0.0
1638,2020-02-04 12:00:00,芦苞涌入西南涌断面,1.01,0.198,2.89,22.5,,0.0,0.0
1540,2020-02-04 12:00:00,芦苞涌古云桥断面,0.13,0.297,3.41,22.6,,0.0,0.0
2435,2020-02-04 12:00:00,凤岗断面,1.81,0.466,6.01,42.7,,0.0,0.0
2524,2020-02-04 12:00:00,鲁岗涌,0.16,0.241,7.99,,8.6,0.0,0.0
2341,2020-02-04 12:00:00,科勒大道断面,0.5,0.33,6.1,26.6,,0.0,0.0
1894,2020-02-04 12:00:00,广三高速断面,1.05,0.165,4.52,13.1,,0.0,0.0
1992,2020-02-04 16:00:00,芦苞涌入西南涌断面,0.91,0.18,3.08,21.1,,0.0,0.0
2265,2020-02-04 16:00:00,凤岗断面,2.06,0.384,5.66,35.3,,0.0,0.0
2165,2020-02-04 16:00:00,科勒大道断面,0.54,0.272,6.25,22.3,,0.0,0.0
1993,2020-02-04 16:00:00,鲁岗涌,0.32,0.343,9.42,,9.2,0.0,0.0
1362,2020-02-04 16:00:00,芦苞涌古云桥断面,0.12,0.313,3.59,25.7,,0.0,0.0
2264,2020-02-04 16:00:00,广三高速断面,1.07,0.166,4.2,12.4,,0.0,0.0
2082,2020-02-04 20:00:00,芦苞涌古云桥断面,0.11,0.295,3.58,24.9,,0.0,0.0
1896,2020-02-04 20:00:00,凤岗断面,1.91,0.511,5.32,49.8,,0.0,0.0
1994,2020-02-04 20:00:00,鲁岗涌,0.12,0.191,9.63,,7.1,0.0,0.0
1895,2020-02-04 20:00:00,广三高速断面,1.07,0.166,3.9,12.4,,0.0,0.0
1464,2020-02-04 20:00:00,芦苞涌入西南涌断面,0.96,0.192,2.57,21.9,,0.0,0.0
1800,2020-02-04 20:00:00,科勒大道断面,0.68,0.29,5.43,24.7,,0.0,0.0
2083,2020-02-05 00:00:00,鲁岗涌,0.13,0.173,8.94,,4.4,0.0,0.0
2166,2020-02-05 00:00:00,凤岗断面,1.86,0.41,5.56,39.9,,0.0,0.0
2342,2020-02-05 00:00:00,广三高速断面,1.16,0.169,3.86,13.1,,0.0,0.0
1801,2020-02-05 00:00:00,芦苞涌古云桥断面,0.11,0.303,3.51,22.0,,0.0,0.0
1541,2020-02-05 00:00:00,科勒大道断面,0.87,0.275,4.98,23.7,,0.0,0.0
1363,2020-02-05 00:00:00,芦苞涌入西南涌断面,0.89,0.188,3.17,22.6,,0.0,0.0
2343,2020-02-05 04:00:00,芦苞涌古云桥断面,0.28,0.294,3.19,23.2,,0.0,0.0
2266,2020-02-05 04:00:00,科勒大道断面,0.87,0.275,4.99,23.7,,0.0,0.0
1639,2020-02-05 04:00:00,广三高速断面,3.38,0.22,3.51,20.0,,0.0,0.0
1640,2020-02-05 04:00:00,凤岗断面,1.46,0.345,5.07,36.6,,0.0,0.0
1364,2020-02-05 04:00:00,鲁岗涌,0.11,0.129,8.52,,3.9,0.0,0.0
1542,2020-02-05 04:00:00,芦苞涌入西南涌断面,0.55,0.149,2.71,19.5,,0.0,0.0
2525,2020-02-05 08:00:00,凤岗断面,1.62,0.392,4.09,36.1,,0.0,0.0
1543,2020-02-05 08:00:00,科勒大道断面,1.12,0.316,5.38,26.7,,0.0,0.0
1544,2020-02-05 08:00:00,鲁岗涌,0.58,0.157,9.97,,4.8,0.0,0.0
2344,2020-02-05 08:00:00,广三高速断面,3.36,0.215,3.28,17.1,,0.0,0.0
1897,2020-02-05 08:00:00,芦苞涌入西南涌断面,0.64,0.152,1.97,19.4,,0.0,0.0
1995,2020-02-05 08:00:00,芦苞涌古云桥断面,0.26,0.315,3.08,22.6,,0.0,0.0
1365,2020-02-05 12:00:00,广三高速断面,1.82,0.181,2.96,14.2,,0.0,0.0
1996,2020-02-05 12:00:00,鲁岗涌,0.16,0.162,8.39,,5.3,0.0,0.0
2437,2020-02-05 12:00:00,凤岗断面,2.14,0.505,4.19,43.6,,0.0,0.0
2436,2020-02-05 12:00:00,芦苞涌古云桥断面,0.28,0.374,3.3,23.6,,0.0,0.0
1802,2020-02-05 12:00:00,芦苞涌入西南涌断面,0.94,0.202,2.72,22.3,,0.0,0.0
1803,2020-02-05 12:00:00,科勒大道断面,0.97,0.36,5.43,28.5,,0.0,0.0
2346,2020-02-05 16:00:00,科勒大道断面,0.14,0.253,5.5,23.6,,0.0,0.0
2267,2020-02-05 16:00:00,广三高速断面,1.61,0.177,3.77,12.8,,0.0,0.0
1704,2020-02-05 16:00:00,凤岗断面,2.37,0.498,4.94,40.4,,0.0,0.0
2345,2020-02-05 16:00:00,芦苞涌入西南涌断面,0.91,0.19,6.52,21.0,,0.0,0.0
2084,2020-02-05 16:00:00,芦苞涌古云桥断面,0.26,0.307,3.67,22.5,,0.0,0.0
2347,2020-02-05 16:00:00,鲁岗涌,0.13,0.156,10.16,,6.1,0.0,0.0
1465,2020-02-05 20:00:00,科勒大道断面,0.19,0.27,5.56,24.9,,0.0,0.0
1545,2020-02-05 20:00:00,芦苞涌古云桥断面,0.23,0.307,3.38,22.5,,0.0,0.0
2438,2020-02-05 20:00:00,广三高速断面,2.36,0.196,2.97,15.6,,0.0,0.0
1546,2020-02-05 20:00:00,凤岗断面,2.35,0.401,4.15,34.9,,0.0,0.0
1804,2020-02-05 20:00:00,鲁岗涌,0.92,0.156,7.86,,7.4,0.0,0.0
1997,2020-02-05 20:00:00,芦苞涌入西南涌断面,0.86,0.177,5.88,20.8,,0.0,0.0
2268,2020-02-06 00:00:00,广三高速断面,1.81,0.179,3.26,13.4,,0.0,0.0
1998,2020-02-06 00:00:00,鲁岗涌,0.17,0.154,8.14,,5.3,0.0,0.0
